TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A27470,A27470.headed.txt,15735475,104566,Wing B1980; ESTC R36588,R36588,Restricted,"Berlu, Jo. Jacob (John Jacob)",,,,,1690,,"The treasury of drugs unlock'd, or, A full and true description of all sorts of drugs and chymical preparations sold by druggists whereby you may know the place of their growth and how to distinguish the good from the bad : very useful for all gentlemen, merchants, druggists, doctors, apothecaries, chirurgeons, and their apprentices ... the whole work alphabetically digested with a compleat catalogue of all drugs, &c. / by Jo. Jacob Berlu ...",,Med-Materia Medica/Recipes,,,206,,,,Pharmacopoeias -- England.,TRUE,FALSE
A27641,A27641.headed.txt,12170937,55401,Wing B2196; ESTC R31585,R31585,Free,"BÃ¨ze, ThÃ©odore de, 1519-1605.",,,,,1665,,"A learned treatise of the plague wherein the two questions, whether the plague be infectious or no, and , whether and how farr it may be shunned of Christians by going aside, are resolved / written in Latine by the famous Theodore Beza Vezelian.",,Med-Specific Treatise,,,25,,Plague,,Plague -- Early works to 1800.,TRUE,FALSE
A28024,A28024.headed.txt,11656015,48001,Wing B269; ESTC R9006,R9006,Free,"Bacon, Francis, 1561-1626.; Tenison, Thomas, 1636-1715.",,,,,1679,,"Baconiana, or, Certain genuine remains of Sr. Francis Bacon, Baron of Verulam, and Viscount of St. Albans in arguments civil and moral, natural, medical, theological, and bibliographical now for the first time faithfully published ...",,Philosophy of Science,Baconian,,384,,,Philosophy of Science,,TRUE,TRUE
A28082,A28082.headed.txt,9288068,42605,Wing B278; ESTC R25903,R25903,Free,"Bacon, Francis, 1561-1626.",,,,,1674,,"A collection of apophthegms, new and old by Francis Bacon, Baron of Verulum, Viscount St. Alban.",,Philosophy of Science,Baconian,,97,,,,Aphorisms and apothegms -- 17th century.,TRUE,FALSE
A28142,A28142.headed.txt,12402791,61316,Wing B2888A; ESTC R20474,R20474,Free,"Biggs, Noah.",,,,,1651,,"MatÃ_otechnia medicinÃ_ praxeÅçs, The vanity of the craft of physick, or, A new dispensatory wherein is dissected the errors, ignorance, impostures and supinities of the schools in their main pillars of purges, blood-letting, fontanels or issues, and diet, &c., and the particular medicines of the shops : with an humble motion for the reformation of the universities and the whole landscap [sic] of physick, and discovering the terra incognita of chymistrie : to the Parliament of England / by Noah Biggs ...",,Med-Specific Treatise,,,267,,Polemic,,Medicine -- Early works to 1800.,TRUE,FALSE
A28143,A28143.headed.txt,11272525,47231,Wing B2889; ESTC R30235,R30235,Free,"Bilberg, John, 1646-1717.",,,,,1698,,"A voyage of the late King of Sweden and another of mathematicians sent by him : in which are discover'd the refraction of the sun which sets not in the northern parts at the time of the solstice, varition [sic] of the needle, latitudes of places, seasons &c. of those countries : by command of the most serene and most mighty Prince, Charles XI, King of Swedes, Goths and Vandals / faithfully render'd into English.; Midnats solens rÃ_tta och synlige rum uti Norrlanded effter. English",,Astronomy,,,118,,,,"Karl -- XI, -- King of Sweden, 1655-1697.; Scientific expeditions.; Refraction, Astronomical.",TRUE,FALSE
A28162,A28162.headed.txt,7874183,40243,Wing B2914; ESTC R23696,R23696,Free,"Bils, Lodewijk de, 1624-1670.",,,,,1659,,"The coppy of a certain large act (obligatory) of Tonker Lovis de Bils, Lord of Koppensdamme, Bonen, &c. touching the skill of a better way of anatomy of mans body.; Kopye van zekere ampele acte. English. 1659",,Anatomical/Surgical,,,27,,,,Human anatomy -- Early works to 1800.,TRUE,FALSE
A28175,A28175.headed.txt,11957297,51545,Wing B2934A; ESTC R4473,R4473,Free,"Binning, Thomas.",,,,,1676,,"A light to the art of gunnery wherein is laid down the true weight of powder, both for proof and action, of all sorts of great ordnance : also the true ball and allowance for wind, with the most necessary conclusions for the practice of gunnery, either in sea or land-service : likewise the ingredients and making of most necessary fire-works, as also many compositions for the gunner's practice, both at sea and land / by Capt. Thomas Binning ...",,Techne,,,190,,Instruments,,Gunnery -- Early works to 1800.; Artillery -- Early works to 1800.,TRUE,FALSE
A28210,A28210.headed.txt,9288125,42606,Wing B296A; ESTC R25904,R25904,Restricted,"Bushell, Thomas, 1594-1674.; Bacon, Francis, 1561-1626. Atlantis.",,,,,1660,,An extract by Mr. Bushell of his late abridgment of the Lord chancellor Bacons philosophical theory in mineral prosecutions published for the satisfaction of his noble friends that importunately desired it.,,Natural History,Baconian,,109,,Earth Sciences,,"Bacon, Francis, 1561-1626.; Mines and mineral resources -- Great Britain.",TRUE,FALSE
A28284,A28284.headed.txt,11870345,50115,Wing B306; ESTC R31268,R31268,Free,"Bacon, Francis, 1561-1626.; Dugdale, William, Sir, 1605-1686. Brief discourse touching the office of Lord Chancellor of England.; Gentili, Robert, 1590-1654?",,,,,1671,,"The natural and experimental history of winds &c. written in Latine by the Right Honourable Francis Lord Verulam, Viscount St. Alban ; translated into English by R.G., gent.",,Natural History,Baconian,,142,,Earth Sciences,Natural History,Winds -- Early works to 1800.; Great Britain -- Officials and employees.,TRUE,TRUE
A28291,A28291.headed.txt,12619150,64462,Wing B307; ESTC R21978,R21978,Free,"Bacon, Francis, 1561-1626.",,,,,1658,,"New Atlantis a work unfinished / written by the Right Honourable Francis, Lord Verulam, Viscount St. Alban.",,Philosophy of Science,Baconian,,41,,,Philosophy of Science,Utopias.,TRUE,TRUE
A28309,A28309.headed.txt,17890949,106723,Wing B310; ESTC R38681,R38681,Free,"Bacon, Francis, 1561-1626.; M. D.",,,,,1676,,"The novum organum of Sir Francis Bacon, Baron of Verulam, Viscount St. Albans epitomiz'd, for a clearer understanding of his natural history / translated and taken out of the Latine by M.D.; Novum organum",,Philosophy of Science,Baconian,,38,,,Philosophy of Science,Science -- Methodology.; Natural history -- Pre-Linnean works.,TRUE,TRUE
A28315,A28315.headed.txt,11697220,48251,Wing B3112; ESTC R13219,R13219,Free,"Blagrave, Joseph, 1610-1682.",,,,,1671,,"Blagraves astrological practice of physick discovering the true way to cure all kinds of diseases and infirmities ... being performed by such herbs and plants which grow within our own nation ... : also a discovery of some notable phylosophical secrets worthy our knowledge, relating to a discovery of all kinds of evils, whether natural or ... from sorcery or witchcraft, or by being possessed of an evil spirit, directing how to cast forth the said evil spirit out of any one which is possessed, with sundry examples thereof / by Joseph Blagrave of Reading, Gent. ...",,Astrology,Occultism,,169,,,Occultism,"Exorcism -- Early works to 1800.; Medicine -- Early works to 1800.; Astrology -- Early works to 1800.; Botany, Medical -- Early works to 1800.; Medicine, Magic, mystic, and spagiric -- Early works to 1800.",TRUE,TRUE
A28326,A28326.headed.txt,12100108,54089,Wing B3121; ESTC R15907,R15907,Restricted,"Blagrave, Joseph, 1610-1682.; Culpeper, Nicholas, 1616-1654. English physician.",,,,,1674,,"Blagrave's supplement or enlargement to Mr. Nich. Culpeppers English physitian containing a description of the form, names, place, time, coelestial government, and virtues, all such medicinal plants as grow in England, and are omitted in his book, called, The English-physitian, and supplying the additional virtues of such plants wherein he is defective : also the description, kinds, names, place, time, nature, planetary regiment, temperature, and physical virtues of all such trees, herbs, roots, flowers, fruits, excrescencies of plants, gums, ceres, and condensate juices, as are found in any part of the world, and brought to be sold in our druggist and apothecaries shops, with their dangers and corrections / by Joseph Blagrave ... ; to which is annexed, a new tract for the cure of wounds made by gun-shot or otherways, and remedies for the help of seamen troubled with the scurvy and other distempers ...",,Med-Materia Medica/Recipes,,,310,,,Natural History,"Botany, Medical -- Early works to 1800.; Materia medica -- Early works to 1800.",TRUE,TRUE
A28366,A28366.headed.txt,12193277,55929,Wing B317; ESTC R6927,R6927,Free,"Bacon, Francis, 1561-1626.; Well-wisher to his Lordships writings.",,,,,1670,,"A preparatory to the history natural & experimental written originally in Latine, by the Right Honourable Francis, Lord Verulam, Lord High Chancellour of England ; and now faithfully rendred into English, by a well-wisher to his Lordships writings.; Sylva sylvarum. Preface. English",,Natural History,Baconian,,15,,Earth Sciences,Natural History,,TRUE,TRUE
A28375,A28375.headed.txt,7874253,40248,Wing B3186; ESTC R23701,R23701,Free,"BlÃ©gny, Monsieur de (Nicolas), 1652-1722.; Harris, Walter, 1647-1732.",,,,,1676,,"New and curious observations on the art of curing the veneral disease and the accidents that it produces in all its degrees explicatd by natural and mechanical principles with the motions, actions, and effects of mercury and its other remedies : wherein are discovered on the same subject the errours of some authors ... / written in French by Monsieur de Blegny ; Englished by Walter Harris.",,Med-Specific Treatise,,,217,,Disease,,Sexually transmitted diseases -- Early works to 1800.,TRUE,FALSE
A28376,A28376.headed.txt,11902464,50594,Wing B3187; ESTC R7794,R7794,Free,"BlÃ©gny, Monsieur de (Nicolas), 1652-1722.",,,,,1680,,"A true history of a child anatomized, which remained twenty five years in his mothers belly with all those reflections which the phÃ_nomena of the same may explain : very serviceable and useful for all, especially physicians, chirurgeons, and midwives / by Nicolas de Blegny ... ; translated according to the approved and priviledged copy of Paris ; with copper plates.; Histoire anathomique d'un enfant qui a demeurÃ© vingt-cinq ans dans le ventre de sa mÃ¨re. English",,Anatomical/Surgical,,,58,,,,Childbirth -- Cases studies.,TRUE,FALSE
A28378,A28378.headed.txt,11933212,51170,Wing B319; ESTC R17601,R17601,Free,"Bacon, Francis, 1561-1626.; Rawley, William, 1588?-1667.",,,,,1657,,"Resuscitatio, or, Bringing into publick light severall pieces of the works, civil, historical, philosophical, & theological, hitherto sleeping, of the Right Honourable Francis Bacon, Baron of Verulam, Viscount Saint Alban according to the best corrected coppies : together with His Lordships life / by William Rawley ...",,Philosophy of Science,Baconian,,441,,,,,TRUE,FALSE
A28386,A28386.headed.txt,11217730,46874,Wing B3201; ESTC R29895,R29895,Free,"Blochwitz, Martin.",,,,,1677,,"Anatomia sambuci, or, The anatomy of the elder cutting out of it plain, approved, and specific remedies for most and chiefest maladies : confirmed and cleared by reason, experience, and history / collected in Latine by Dr. Martin Blochwich ...",,Med-Specific Treatise,,,256,,Treatments,,"Medicine -- Early works to 1800.; Botany, Medical.",TRUE,FALSE
A28438,A28438.headed.txt,12076208,53633,Wing B3306; ESTC R2203,R2203,Restricted,"Blount, Charles, 1654-1693.",,,,,1684,,"Janua scientiarum, or, A compendious introduction to geography, chronology, government, history, phylosophy, and all genteel sorts of literature by Charles Blount ...",,Geography,,,146,,,,Geography -- Early works to 1800.; Chronology.; Political science -- Early works to 1800.; Philosophy -- Early works to 1800.,TRUE,FALSE
A28477,A28477.headed.txt,12395374,61138,Wing B3351; ESTC R17881,R17881,Free,"Blount, Thomas Pope, Sir, 1649-1697.",,,,,1693,,"A natural history containing many not common observations extracted out of the best modern writers / by Sir Thomas Pope Blount, Baronet.",,Natural History,,,470,,Earth Sciences,,Natural history -- Pre-Linnean works.,TRUE,FALSE
A28496,A28496.headed.txt,9721903,44031,Wing B3373; ESTC R27215,R27215,Free,"Boate, Gerard, 1604-1650.; Hartlib, Samuel, d. 1662.",,,,,1657,,"Irelands naturall history being a true and ample description of its situation, greatness, shape, and nature, of its hills, woods, heaths, bogs, of its fruitfull parts, and profitable grounds : with the severall ways of manuring and improving the same : with its heads or promontories, harbours, roads, and bays, of its springs, and fountains, brooks, rivers, loghs, of its metalls, mineralls, free-stone, marble, sea-coal, turf, and other things that are taken out of the ground : and lastly of the nature and temperature of its air and season, and what diseases it is free from or subject unto : conducing to the advancement of navigation, husbandry, and other profitable arts and professions / written by Gerald Boate ; and now published by Samuell Hartlib for the common good of Ireland and more especially for the benefit of the adventurers and planters therein.",,Natural History,,,208,,Earth Sciences,,Natural history -- Ireland.; Ireland -- Description and travel.,TRUE,FALSE
A28515,A28515.headed.txt,12394709,61095,Wing B3397; ESTC R16924,R16924,Free,"BÃ¶hme, Jakob, 1575-1624.; Sparrow, John, 1615-1665?",,,,,1656,,"Aurora, that is, the day-spring, or dawning of the day in the Orient, or morning-rednesse in the rising of the sun, that is, the root or mother of philosophie, astrologie, & theologie from the true ground, or a description of nature ... all this set down diligently from a true ground in the knowledge of the spirit, and in the impulse of God / by Jacob Behme, Teutonick philosopher ...; MorgenrÃ¶te im Aufgang. English",,Philosophy of Science,Occultism,,672,,,,Mysticism -- History.,TRUE,FALSE
A28548,A28548.headed.txt,12245942,56937,Wing B3433; ESTC R3694,R3694,Restricted,"Boethius, d. 524.; Preston, Richard Graham, Viscount, 1648-1695.",,,,,1695,,"Anicius Manlius Severinus Boetius, Of the consolation of philosophy in five books / made English and illustrated with notes by the Right Honourable Richard, Lord Viscount Preston.; De consolatione philosophiae. English",,Science-Religion,Platonism,,280,,,,Philosophy and religion -- Early works to 1800.; Happiness.,TRUE,FALSE
