TCP,ESTC,text_name,Title,Title 30 Char or fewer,Author,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Verse/Prose/Mixed,Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Status,Notes
A11096,S116242,A11096.headed.txt,The betraying of Christ. Iudas in despaire. The seuen words of our Sauior on the crosse. With other poems on the Passion.|Poems vpon the Passion.|Poems upon the Passion.,BetrayingOfChristPassionPoems,"Rowlands, Samuel, 1570?-1630?",4�,,1598,London :,"Printed by Adam Islip,",verse,IR,INST,Free,"lots of narrative elements -- if classified as narrative, should bible stories be considered ""imaginative"" or ""non-imaginative""? Katie: doesn't Helsinki categorize the Bible separately? At least for OE texts? Is that possible here?"
A11116,S502,A11116.headed.txt,"A most excellent treatise containing the way to seek heavens glory, to flie earths vanity, to feare hells horror with Godly prayers and the bell-mans summons.|Godly prayers necessary and usefull for Christian families upon severall occasions.|Common calle",TreatiseToSeekHeavensGlory,"Rowlands, Samuel, 1570?-1630?",,,1639,London :,"Printed by G.M. for Michael Sparke Junior at the blew [sic] Bible in Greene-Arbour,",mixed,IR,INST,Free,
A11152,S116266,A11152.headed.txt,"A merrie and pleasant comedy: never before printed, called A shoo-maker a gentleman. As it hath beene sundry times acted at the Red Bull and other theaters, with a generall and good applause. Written by W.R. Gentleman.|Shoo-maker a gentleman|Shoo-maker a",ShoemakerAGentlemanAComedy,"Rowley, William, 1585?-1642?",4�,,1638,London :,"Printed by I. Okes, and are to be sold by Iohn Cowper, at his shop at the east-end of St. Pauls Church at the signe of the Holy Lambe,",prose,NI,NARR,Free,
A11264,S106337,A11264.headed.txt,The puritaine or The vviddovv of VVatling-streete. Acted by the Children of Paules. Written by W.S.|The puritan|Puritaine|Puritaine or The widdow of Watling-streete.|Widdow of Watling-streete.|Puritaine widdow.,WidowOfWatlingStreet,"W. S.|Smith, Wentworth, fl. 1601-1623,|Middleton, Thomas, d. 1627,",4�,,1607,Imprinted at London :,"By G. Eld,",prose,NI,NARR,Free,
A11283,S110544,A11283.headed.txt,"The safegarde of saylers, or great rutter. Contayning the courses, distances, soundings, flouds and ebbes, with the marks for the entring of sundry harboroughs both of England, Fraunce, Spaine, Ireland, Flaunders, and the soundes of Denmarke, with other n",SafeguardOfSailors,"Antoniszoon, Cornelis, b. ca. 1499.|Norman, Robert, fl. 1590,|Wright, Edward, 1558?-1615,",8�,,1605,Imprinted at London :,"By E. Allde for H. Astley, and are to bee solde at his shop, at the corner of S. Magnus Church,",prose,IS,INST,Free,
A11439,S110822,A11439.headed.txt,"The loue of God. Here is declared, if you wyl rede that god doth loue this la[n]d in dede by felynge his rod.|Love of God|Love of God.",LoveOfGod,"Samuel, William, fl. 1551-1569.",8�,,1559,[London :,"s.n.,",verse,NN,NARR,Free,"narrative poem about recent events, but interpelates god's thoughts/words - fiction or not? --- Katie thinks imaginative"
A11467,S116680,A11467.headed.txt,"Europ� speculum. Or, A vievv or survey of the state of religion in the vvesterne parts of the world. VVherein the Romane religion, and the pregnant policies of the Church of Rome to support the same, are notably displayed: with some other memorable discou",SurveyOfReligionInWesternWorld,"Sandys, Edwin, Sir, 1561-1629.",4�,,1629,Hag�-Comitis [i.e. The Hague :,"Printed for Michael Sparke, London],",prose,IR,ARG,Free,
A11703,S100632,A11703.headed.txt,"Charles by the grace of God king of Great Britaine, France, and Ireland, Defender of the Faith, c. To our lovits ... Forsomuch as our lieges and subjects are heavily opprest and burdened with exorbitant annuals and interest taken for the use of money ...|",SubjectsHeavilyOppressed,Scotland. Convention of Estates.,1/2�,single-sided,1633,[Edinburgh :,"By R[obert] Young,",prose,STA,STA,Free,
A11722,S1708,A11722.headed.txt,[The Complaynt of Scotland],ComplaintOfScotland,"Wedderburn, Robert, ca. 1510-ca. 1557.|Lindsay, David, fl. 1490-1555.",16�,,1550,[Paris :,"s.n.,",prose,NI,NARR,Free,allegory = imaginative or nonfiction? Katie's vote is imaginative
A11863,S116891,A11863.headed.txt,"Honor military, and ciuill contained in foure bookes. Viz. 1. Iustice, and iurisdiction military. 2. Knighthood in generall, and particular. 3. Combats for life, and triumph. 4. Precedencie of great estates, and others.|Honor military, and civill|Honor mi",HonorMilitaryCivil,"Segar, William, Sir, d. 1633.|Rogers, William, b. ca. 1545,",2�,,1602,Imprinted at London :,"By Robert Barker, printer to the Queenes most Excellent Maiestie,",prose,EX,EX,Free,
A11909,S117108,A11909.headed.txt,"Seneca his tenne tragedies, translated into Englysh.|Tragedies. English",SenecasTenTragediesInEnglish,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.|Heywood, Jasper, 1535-1598,|Neville, Alexander, 1544-1614,|Studley, John, 1545?-1590?,|T. N. d. 1617,|Newton, Thomas, 1542?-1607.",4�,,1581,Imprinted at London :,"In Fleetstreete neere vnto Saincte Dunstans church by Thomas Marsh,",verse,NI,NARR,Free,
A11915,S102987,A11915.headed.txt,"The sixt tragedie of the most graue and prudent author Lucius, Anneus, Seneca, entituled Troas with diuers and sundrye addicions to the same. Newly set forth in Englishe by Jasper Heywood student in Oxonforde. Anno domini. 1559. Cum priuilegio ad imprimen",SenecasSixthTragedy,"Seneca, Lucius Annaeus, ca. 4 B.C.-65.|Heywood, Jasper, 1535-1598,",8�,,1559,[Imprinted at London :,"In Fletestrete within Temple barre, at the signe of the hand and starre, by Richard Tottyll,",verse,NI,NARR,Free,
A11988,S111208,A11988.headed.txt,"The merry vviues of Windsor. With the humours of Sir Iohn Falstaffe, as also the swaggering vaine of ancient Pistoll, and Corporall Nym. Written by William Shake-speare. Newly corrected.|Merry wives of Windsor|Merry wives of Windsor.",MerryWivesOfWindsorCorrected,"Shakespeare, William, 1564-1616.",4�,,1630,London :,"Printed by T[homas] H[arper] for R. Meighen, and are to be sold at his shop, next to the Middle-Temple Gate, and in S. Dunstans Church-yard in Fleet-street,",mixed,NI,NARR,Free,
A12123,S117310,A12123.headed.txt,"A treatise of the figures of grammer and rhetorike profitable for al that be studious of eloquence, and in especiall for suche as in grammer scholes doe reade moste eloquente poetes and oratours: whereunto is ioygned the oration which Cicero made to Cesar",TreatiseGrammarRhetoric,"Sherry, Richard, ca. 1506-ca. 1555.|Cicero, Marcus Tullius.",8�,,1555,Londini :,"[Printed by Robert Caly?] in �dibus Ricardi Totteli. Cum priuilegio ad imprimendum solum,",prose,IS,INST,Free,
A12131,S117321,A12131.headed.txt,A contention for honour and riches. By I.S.|Contention for honor and riches.,ContentionForHonorAndRiches,"Shirley, James, 1596-1666.",4�,,1633,London :,"Printed by E[lizabeth] A[llde] for William Cooke, and are to be sold at his shop neere Furnivals Inne gate in Holborne,",prose,NI,NARR,Free,
A12361,S122459,A12361.headed.txt,"Iacobs ladder, or The high way to heauen. Being the last sermon that Master Henry Smith made. And now published, not (as many forged things haue beene in his name) to deceiue the Christian reader, but to instruct and prepare him with oyle in his lampe, io",JacobsLadderSermon,"Smith, Henry, 1550?-1591.",4�,,1595,At London :,"Printed by the widdow Orwin, for Thomas Man,",prose,IR,INST,Free,
A12390,S117488,A12390.headed.txt,"Three prayers one for the morning, another for the euening: the third for a sick-man. Whereunto is annexed, a godly letter to a sicke freend: and a comfortable speech of a preacher vpon his death bedde. Anno. Dom. 1591.",3PrayersAndLetterToSickFriend,"Smith, Henry, 1550?-1591.",8�,,1591,At London :,"Printed [by John Charlewood?] for Thomas Man,",prose,IR,INST,Free,
A12455,S110991,A12455.headed.txt,"An accidence or The path-way to experience. Necessary for all young sea-men, or those that are desirous to goe to sea, briefly shewing the phrases, offices, and words of command, belonging to the building, ridging, and sayling, a man of warre; and how to",YoungSeamenPathwayToExperience,"Smith, John, 1580-1631.",4�,,1626,London :,"Printed [by Nicholas Okes] for Ionas Man, and Benjamin Fisher, and are to be sold at the signe of the Talbot, in Aldersgate streete,",prose,EX,EX,Free,
A12473,S117569,A12473.headed.txt,"Essex doue, presenting the vvorld vvith a fevv of her oliue branches: or, A taste of the workes of that reuerend, faithfull, iudicious, learned, and holy minister of the Word, Mr. Iohn Smith, late preacher of the Word at Clauering in Essex. Deliuered in t",EssexDoveWorksOfJohnSmith,"Smith, John, 1563-1616.|Hart, John,",4�,,1629,London :,"Printed by A[dam] I[slip and George Purslowe] for George Edwardes, and are to be sold at his house in the Old Baily, in Greene Arbor, at the signe of the Angell,",prose,IR,INST,Free,
A12672,S111051,A12672.headed.txt,"The eglogs of the poet B. Mantuan Carmelitan, turned into English verse,  set forth with the argument to euery egloge by George Turbervile Gent. Anno. 1567.|Bucolica. English|Bucolica.",EcloguesOfCarmelitanInEnglish,"Baptista, Mantuanus, 1448-1516.|Turberville, George, 1540?-1610?,",8�,,1567,Imprinted at London :,"In Pater noster Rowe, at the signe of the Marmayde, by Henrie Bynneman,",verse,NI,NARR,Free,
A12675,S106003,A12675.headed.txt,"A lamentable complaynte of Baptista Ma[n]tuanus, an Italysh poete wherin he famylyarly co[m]moneth wyth hys owne mynde, that deathe is not to be feared. Paraphrastically translated into oure vulgar Englishe tounge by Iohan Bale.|De morte contemnenda. Engl",ComplaintOfBaptistaMantuanus,"Baptista, Mantuanus, 1448-1516.|Bale, John, 1495-1563,",8�,,1551,[Imprinted at London :,"By [S. Mierdman? for] Ihon Daye, dwelling ouer Aldersgate beneth Sainte Martins,",prose,IR,INST,Free,
A12773,S111281,A12773.headed.txt,Colin Clouts come home againe. By Ed. Spencer.,ColinCloutsComeHomeAgain,"Spenser, Edmund, 1552?-1599.|Raleigh, Walter, 1552?-1618.",4�,,1595,[London] :,"Printed [by T[homas] C[reede]] for VVilliam Ponsonbie,",verse,NI,NARR,Free,
A12782,S111264,A12782.headed.txt,The shepheardes calender conteyning tvvelue �glogues proportionable to the twelue monethes. Entitled to the noble and vertuous gentleman most worthy of all titles both of learning and cheualrie M. Philip Sidney.,ShepherdsCalendar,"Spenser, Edmund, 1552?-1559.",4�,,1579,At London :,"Printed by Hugh Singleton, dwelling in Creede Lane neere vnto Ludgate at the signe of the gylden Tunne, and are there to be solde,",mixed,NI,NARR,Free,
A12821,S106303,A12821.headed.txt,"Staffords Niobe: or His age of teares. A treatise no lesse profitable, and comfortable, then the times damnable. Wherein deaths visard is pulled off, and her face discouered not to be so fearefull as the vulgar makes it: and withall it is shewed that deat",StaffordsNiobeTreatiseDeath,"Stafford, Anthony.",12�,,1611,At London :,"Printed by Humfrey Lownes,",prose,IR,INST,Free,
A12973,S101967,A12973.headed.txt,"A rehearsall both straung and true, of hainous and horrible actes committed by Elizabeth Stile alias Rockingham, Mother Dutten, Mother Deuell, Mother Margaret, fower notorious witches, apprehended at Winsore in the countie of Barks. and at Abbington arrai",ElizabethStilesHeinousActs,,4�,,1579,Imprinted at London :,"[By J. Kingston] for Edward White at the little north-doore of Paules, at the signe of the Gun, and are there to be sold,",prose,NN,NARR,Free,
A13083,S113854,A13083.headed.txt,"True happines, or, King Dauids choice begunne in sermons, and now digested into a treatise. By Mr. William Struther, preacher at Edinburgh.|King Dauids choice.|King Davids choice.",TrueHappinessKingDavidsChoice,"Struther, William, 1578-1633.",4�,,1633,Edinburgh :,"Printed by R. Young, for John Wood, and are to be sold at his shop on the south side of the high street, a little above the Crosse,",prose,IR,INST,Free,
A13375,S102438,A13375.headed.txt,"A prettie newe ballad, intytuled: the crowe sits vpon the wall, please one and please all. To the tune of, please one and please all.|Prettie newe ballad, intytuled: the crow sits upon the wall, please one and please all.|Crowe sits upon the wall, please",CrowSitsUponTheWallABallad,"Tarlton, Richard, d. 1588.",1�,single-sided,1592,Imprinted at London :,"for Henry Kyrkham, dwelling at the little North doore of Paules, at the signe of the blacke Boy,",verse,NI,DESC,Free,
A13409,S111718,A13409.headed.txt,"Dauids Psalter, diligently and faithfully tra[n]slated by George Ioye, with breif arguments before euery Psalme, declaringe the effecte therof.",DavidsPsalter,"Joye, George, d. 1553,",16�,,1534,[Antwerp] :,"[Maryne Emperowr,",verse,IR,INST,Free,
A13445,S111383,A13445.headed.txt,"An English-mans loue to Bohemia with a friendly farewell to all the noble souldiers that goe from great Britaine to that honorable expedition. As also, the names of the most part of the kings, princes, dukes, marquisses, earles, bishops, and other friendl",EnglishMansLoveToBohemia,"Taylor, John, 1580-1653.",4�,,1620,Printed at Dort [i.e. London] :,"[By George Eld],",verse,NN,NARR,Free,
A13462,S103249,A13462.headed.txt,"A kicksey winsey: or a lerry come-twang: wherein Iohn Taylor hath satyrically suited 800. of his bad debters, that will not pay him for his returne of his iourney from Scotland.|Lerry come-twang.",LerryComeTwangSatire,"Taylor, John, 1580-1653.",8�,,1619,London :,"Printed by Nicholas Okes, for Mathew Walbanck, dwelling at Grayes Inne Gate,",verse,NN,NARR,Free,
A13501,S118290,A13501.headed.txt,"Taylors farevvell, to the Tovver-bottles.|Taylors farewell, to the Tower-bottles|Taylors farewell, to the Tower-bottles.",TaylorsFarewellToTowerBottles,"Taylor, John, 1580-1653.",8�,,1622,Printed at Dort [i.e. London :,"By Augustine Matthewes],",verse,NN,NARR,Free,
A13535,S118201,A13535.headed.txt,"A commentarie vpon the Epistle of S. Paul written to Titus. Preached in Cambridge by Thomas Taylor, and now published for the further vse of the Church of God. With three short tables in the end for the easier finding of 1. doctrines, 2. obseruations, 3.",CommentaryOnPaulsEpistleTitus,"Taylor, Thomas, 1576-1632.",4�,,1612,[Cambridge] :,"Printed [by Cantrell Legge] for L. Greene,",prose,IR,INST,Free,
A13748,S104932,A13748.headed.txt,"The examinacion of Master William Thorpe preste accused of heresye before Thomas Arundell, Archebishop of Ca[n]terbury, the yere of ower Lord .MCCCC. and seuen. The examinacion of the honorable knight syr Jhon Oldcastell Lorde Cobham, burnt bi the said Ar",ExaminationWilliamThorpe,"Thorpe, William, d. 1407?|Tyndale, William,|Constantine, George, ca. 1501-1559,|Oldcastle, John, d. 1417.",8�,,1530,[Antwerp :,"J. van Hoochstraten,",prose,IR or NN?,NARR,Free,"in these cases, I think NN since the IR is occassional or implicit"
A13811,S107342,A13811.headed.txt,"The art of memory, that otherwyse is called the Phenix. A boke very behouefull and profytable to all professours of scyences. Grammaryens, rethoryciens dialectyke, legystes, phylosophres [and] theologiens.|Artificiosa memoria. English|Artificiosa memoria.",ArtOfMemory,"Petrus, Ravennas, ca. 1448-1508 or 9.|Copland, Robert, fl. 1540-1547,",8�,,1545,[Imprynted at London :,"In Fletestrete at the sygne of the George by Wyllyam Myddylton,",prose,IS,INST,Free,
